"longitude","latitude"
-76.0833333333333,4.41666666666667
-77.0833333333333,1.25
-78.25,-0.0833333333333321
-78.75,0.750000000000001
-78.0833333333333,-0.583333333333332
-77.25,-1.08333333333333
-76.4166666666667,2.58333333333333
-75.9166666666667,4.58333333333333
-75.5833333333333,5.41666666666667
-74.5833333333333,2.08333333333333
-74.75,3.75
-74.5833333333333,0.250000000000001
-78.4166666666667,2.08333333333333
-76.0833333333333,4.08333333333333
-75.9166666666667,-0.0833333333333321
-75.9166666666667,5.41666666666667
-76.5833333333333,-0.249999999999999
-75.75,3.25
-74.9166666666667,5.75
-77.5833333333333,0.916666666666668
-77.9166666666667,-0.416666666666666
-78.25,-1.08333333333333
-78.0833333333333,-0.916666666666666
-76.75,4.25
-76.4166666666667,4.41666666666667
-77.4166666666667,1.75
-76.5833333333333,5.25
-76.0833333333333,5.08333333333333
-77.25,4.25
-75.5833333333333,3.91666666666667
-77.4166666666667,1.08333333333333
-74.9166666666667,6.58333333333333
-75.25,1.58333333333333
-76.4166666666667,4.58333333333333
-74.75,6.58333333333333
-76.9166666666667,3.25
-77.0833333333333,4.41666666666667
-78.0833333333333,1.41666666666667
-74.5833333333333,1.75
-78.5833333333333,1.58333333333333
-74.9166666666667,6.75
-77.0833333333333,6.25
-74.5833333333333,4.75
-76.75,0.916666666666668
-74.9166666666667,3.41666666666667
-75.5833333333333,3.58333333333333
-75.75,1.08333333333333
-78.9166666666667,1.58333333333333
-77.5833333333333,-1.08333333333333
-76.0833333333333,4.25
-75.25,2.75
-78.4166666666667,0.416666666666668
-76.9166666666667,3.91666666666667
-76.5833333333333,1.58333333333333
-76.75,-0.416666666666666
-76.0833333333333,-0.583333333333332
-76.0833333333333,-0.249999999999999
-77.9166666666667,0.583333333333334
-76.75,1.41666666666667
-76.4166666666667,0.916666666666668
-75.5833333333333,1.08333333333333
-76.25,4.75
-78.9166666666667,1.41666666666667
-76.25,6.08333333333333
-76.75,3.91666666666667
-77.25,4.41666666666667
-75.4166666666667,4.25
-77.0833333333333,0.750000000000001
-77.0833333333333,1.41666666666667
-77.0833333333333,2.75
-78.0833333333333,0.750000000000001
-75.75,-0.0833333333333321
-74.75,-0.416666666666666
-77.4166666666667,0.0833333333333339
-75.75,5.58333333333333
-76.4166666666667,3.41666666666667
-74.5833333333333,3.25
-76.25,-0.0833333333333321
-78.25,2.08333333333333
-77.5833333333333,0.750000000000001
-78.75,0.916666666666668
-77.25,2.58333333333333
-74.9166666666667,5.25
-76.5833333333333,5.58333333333333
-76.25,-0.749999999999999
-78.25,2.91666666666667
-76.75,5.08333333333333
-76.5833333333333,2.25
-75.5833333333333,2.25
-75.25,-0.416666666666666
-76.0833333333333,5.58333333333333
-76.75,5.75
-74.75,0.750000000000001
-79.25,0.583333333333334
-75.9166666666667,1.08333333333333
-79.4166666666667,0.250000000000001
-75.0833333333333,1.58333333333333
-77.0833333333333,5.91666666666667
-75.9166666666667,0.750000000000001
-76.0833333333333,0.750000000000001
-78.9166666666667,-0.916666666666666
-74.5833333333333,5.91666666666667
-78.0833333333333,0.0833333333333339
-78.4166666666667,-0.749999999999999
-74.75,5.25
-76.25,6.25
-75.4166666666667,3.25
-79.0833333333333,1.25
-74.9166666666667,-0.249999999999999
-76.9166666666667,-0.916666666666666
-76.0833333333333,5.41666666666667
-74.5833333333333,1.58333333333333
-75.4166666666667,0.750000000000001
-78.9166666666667,0.916666666666668
-75.4166666666667,1.41666666666667
-76.0833333333333,-0.749999999999999
-78.5833333333333,0.416666666666668
-77.5833333333333,0.416666666666668
-79.4166666666667,-0.749999999999999
-76.0833333333333,1.41666666666667
-77.0833333333333,1.08333333333333
-74.9166666666667,3.91666666666667
-76.25,0.750000000000001
-76.75,2.25
-77.5833333333333,-0.749999999999999
-79.0833333333333,-0.583333333333332
-74.9166666666667,4.75
-74.9166666666667,3.58333333333333
-74.5833333333333,6.25
-78.4166666666667,-0.0833333333333321
-78.0833333333333,1.91666666666667
-77.4166666666667,1.25
-79.4166666666667,-0.416666666666666
-77.25,-0.249999999999999
-75.9166666666667,-0.249999999999999
-75.9166666666667,3.75
-77.9166666666667,0.250000000000001
-77.9166666666667,1.41666666666667
-76.4166666666667,6.41666666666667
-76.4166666666667,-1.08333333333333
-77.9166666666667,-0.249999999999999
-75.4166666666667,2.41666666666667
-74.9166666666667,1.25
-76.25,4.91666666666667
-77.75,3.08333333333333
-78.0833333333333,0.583333333333334
-79.4166666666667,-0.0833333333333321
-78.25,1.58333333333333
-76.4166666666667,6.08333333333333
-76.4166666666667,1.75
-75.4166666666667,5.91666666666667
-74.75,-0.749999999999999
-76.75,2.58333333333333
-76.9166666666667,6.75
-78.4166666666667,-0.416666666666666
-75.75,5.91666666666667
-75.25,1.25
-79.25,-0.249999999999999
-76.9166666666667,-0.749999999999999
-78.9166666666667,0.750000000000001
-76.75,0.583333333333334
-75.5833333333333,-0.249999999999999
-75.5833333333333,2.08333333333333
-74.9166666666667,2.75
-76.4166666666667,1.58333333333333
-78.75,1.25
-77.0833333333333,3.75
-78.0833333333333,-0.749999999999999
-76.9166666666667,4.58333333333333
-75.4166666666667,6.58333333333333
-78.4166666666667,1.08333333333333
-76.0833333333333,-1.08333333333333
-75.5833333333333,4.41666666666667
-76.9166666666667,3.58333333333333
-74.5833333333333,4.58333333333333
-77.25,0.750000000000001
-76.9166666666667,5.08333333333333
-76.75,1.58333333333333
-79.25,-0.916666666666666
-76.75,2.75
-77.75,0.250000000000001
-76.75,3.08333333333333
-76.75,6.41666666666667
-77.25,5.41666666666667
-78.5833333333333,2.25
-74.9166666666667,5.58333333333333
-75.9166666666667,3.58333333333333
-79.25,0.0833333333333339
-78.4166666666667,2.58333333333333
-77.4166666666667,5.25
-76.25,4.08333333333333
-78.25,-0.249999999999999
-77.25,2.41666666666667
-75.0833333333333,4.75
-75.5833333333333,2.75
-77.0833333333333,1.58333333333333
-77.0833333333333,5.08333333333333
-79.0833333333333,1.75
-75.9166666666667,2.08333333333333
-79.0833333333333,-0.916666666666666
-78.25,0.0833333333333339
-76.4166666666667,0.0833333333333339
-78.75,2.25
-79.0833333333333,-0.0833333333333321
-74.75,1.41666666666667
-76.75,-0.916666666666666
-78.75,0.0833333333333339
-76.9166666666667,0.916666666666668
-76.0833333333333,5.25
-76.75,3.58333333333333
-75.0833333333333,2.58333333333333
-74.9166666666667,4.08333333333333
-78.25,1.41666666666667
-76.25,6.58333333333333
-76.5833333333333,5.91666666666667
-75.5833333333333,2.41666666666667
-78.9166666666667,1.08333333333333
-74.9166666666667,0.583333333333334
-76.4166666666667,2.75
-74.5833333333333,4.41666666666667
-77.75,0.750000000000001
-74.9166666666667,-0.416666666666666
-77.5833333333333,1.25
-75.9166666666667,6.08333333333333
-75.5833333333333,6.58333333333333
-78.75,1.91666666666667
-78.75,-0.249999999999999
-77.75,0.583333333333334
-78.5833333333333,1.91666666666667
-76.9166666666667,4.41666666666667
-75.4166666666667,2.58333333333333
-76.5833333333333,6.75
-76.25,5.58333333333333
-74.75,4.58333333333333
-74.5833333333333,5.75
-77.0833333333333,3.41666666666667
-76.75,1.25
-74.75,2.58333333333333
-77.9166666666667,0.750000000000001
-77.25,-0.0833333333333321
-77.25,-0.916666666666666
-75.5833333333333,-1.08333333333333
-75.4166666666667,6.08333333333333
-77.4166666666667,4.58333333333333
-76.9166666666667,6.25
-78.5833333333333,2.41666666666667
-77.9166666666667,2.08333333333333
-78.75,-0.916666666666666
-77.75,2.58333333333333
-76.5833333333333,0.0833333333333339
-76.25,6.75
-76.25,5.91666666666667
-77.25,6.58333333333333
-77.4166666666667,3.58333333333333
-76.9166666666667,4.91666666666667
-77.25,4.08333333333333
-76.0833333333333,5.75
-78.25,1.75
-76.4166666666667,4.25
-77.5833333333333,1.58333333333333
-77.5833333333333,6.58333333333333
-74.5833333333333,-0.416666666666666
-75.75,0.250000000000001
-75.0833333333333,4.41666666666667
-74.5833333333333,2.41666666666667
-74.9166666666667,1.08333333333333
-74.9166666666667,6.41666666666667
-75.0833333333333,6.41666666666667
-78.75,2.08333333333333
-76.75,1.75
-78.9166666666667,-0.249999999999999
-78.0833333333333,2.25
-76.9166666666667,1.75
-79.25,-0.0833333333333321
-75.0833333333333,3.58333333333333
-77.5833333333333,6.75
-75.25,0.916666666666668
-75.75,5.41666666666667
-76.0833333333333,4.75
-74.75,2.75
-75.4166666666667,3.08333333333333
-76.4166666666667,0.416666666666668
-75.75,4.75
-78.5833333333333,-0.583333333333332
-77.75,-0.249999999999999
-78.9166666666667,0.416666666666668
-76.0833333333333,3.75
-78.25,-0.916666666666666
-78.4166666666667,2.25
-79.4166666666667,0.416666666666668
-76.5833333333333,4.41666666666667
-78.75,0.583333333333334
-74.5833333333333,1.08333333333333
-75.5833333333333,0.0833333333333339
-76.25,3.58333333333333
-76.9166666666667,5.58333333333333
-75.0833333333333,5.91666666666667
-77.75,0.0833333333333339
-75.0833333333333,5.41666666666667
-76.4166666666667,-0.416666666666666
-78.0833333333333,-0.0833333333333321
-79.4166666666667,0.916666666666668
-75.25,-0.249999999999999
-77.0833333333333,4.75
-77.4166666666667,3.25
-75.0833333333333,1.91666666666667
-75.5833333333333,1.75
-75.0833333333333,2.75
-77.4166666666667,5.91666666666667
-75.4166666666667,6.75
-77.4166666666667,-0.583333333333332
-75.25,-0.583333333333332
-75.9166666666667,5.58333333333333
-76.25,1.75
-76.5833333333333,6.08333333333333
-76.75,4.41666666666667
-76.25,1.91666666666667
-77.9166666666667,1.91666666666667
-77.4166666666667,3.41666666666667
-75.9166666666667,6.75
-75.75,4.58333333333333
-76.25,-0.249999999999999
-78.0833333333333,2.41666666666667
-75.25,3.58333333333333
-76.5833333333333,-0.583333333333332
-75.5833333333333,0.916666666666668
-77.9166666666667,-0.0833333333333321
-74.5833333333333,3.58333333333333
-77.5833333333333,5.58333333333333
-78.75,-0.0833333333333321
